   198    0.54851E+04    0.67608E+00    0.14649E-01   -0.15225E+02
   199    0.54983E+04    0.67572E+00    0.14813E-01   -0.14000E+02
   200    0.55109E+04    0.67619E+00    0.14979E-01   -0.12752E+02
   201    0.55230E+04    0.67754E+00    0.15145E-01   -0.11483E+02
   202    0.55345E+04    0.67980E+00    0.15312E-01   -0.10193E+02
   203    0.55454E+04    0.68300E+00    0.15480E-01   -0.88820E+01
   204    0.55557E+04    0.68719E+00    0.15649E-01   -0.75511E+01
   205    0.55654E+04    0.69240E+00    0.15818E-01   -0.62007E+01
   206    0.55745E+04    0.69866E+00    0.15989E-01   -0.48314E+01
   207    0.55829E+04    0.70602E+00    0.16160E-01   -0.34435E+01
   208    0.55908E+04    0.71451E+00    0.16331E-01   -0.20378E+01
   209    0.55981E+04    0.72417E+00    0.16504E-01   -0.61452E+00
   210    0.56048E+04    0.73503E+00    0.16677E-01    0.82565E+00
   211    0.56108E+04    0.74714E+00    0.16851E-01    0.22822E+01
   212    0.56163E+04    0.76052E+00    0.17026E-01    0.37547E+01
   213    0.56211E+04    0.77522E+00    0.17201E-01    0.52425E+01
   214    0.56253E+04    0.79127E+00    0.17376E-01    0.67452E+01
   215    0.56289E+04    0.80871E+00    0.17553E-01    0.82622E+01
   216    0.56318E+04    0.82758E+00    0.17730E-01    0.97931E+01
   217    0.56341E+04    0.84790E+00    0.17907E-01    0.11337E+02
   218    0.56358E+04    0.86972E+00    0.18086E-01    0.12894E+02
   219    0.56369E+04    0.89307E+00    0.18264E-01    0.14463E+02
   220    0.56373E+04    0.91797E+00    0.18443E-01    0.16043E+02
   221    0.56371E+04    0.94445E+00    0.18623E-01    0.17633E+02
   222    0.56363E+04    0.97256E+00    0.18803E-01    0.19234E+02
   223    0.56348E+04    0.10023E+01    0.18984E-01    0.20843E+02
   224    0.56328E+04    0.10337E+01    0.19165E-01    0.22461E+02
   225    0.56301E+04    0.10669E+01    0.19347E-01    0.24087E+02
   226    0.56268E+04    0.11018E+01    0.19528E-01    0.25720E+02
   227    0.56229E+04    0.11384E+01    0.19711E-01    0.27360E+02
   228    0.56183E+04    0.11769E+01    0.19893E-01    0.29006E+02
   229    0.56131E+04    0.12172E+01    0.20076E-01    0.30656E+02
   230    0.56074E+04    0.12593E+01    0.20260E-01    0.32311E+02
   231    0.56010E+04    0.13034E+01    0.20443E-01    0.33970E+02
